Simulation ID,Rules,Order ID,Task1_Name,Task1_Start,Task1_End,Task1_Duration,Task2_Name,Task2_Start,Task2_End,Task2_Duration,Task3_Name,Task3_Start,Task3_End,Task3_Duration,Task4_Name,Task4_Start,Task4_End,Task4_Duration,Task5_Name,Task5_Start,Task5_End,Task5_Duration,Priority,Plan Name,Depth,Arrival Time,Due Date,Finish Time,Throughput Time,Total Process Time
Simulation4,CR + FCFS,O-28,T1,27.42,28.16,0.7399999999999984,T2,28.16,32.76,4.599999999999998,T3,28.16,31.18,3.0199999999999996,T4,37.03,41.17,4.140000000000001,T5,41.17,43.83,2.6599999999999966,1,SampleProcessPlan1,4,24.03,66.86,43.83,19.8,15.16
Simulation4,CR + FCFS,O-29,T1,30.48,30.69,0.21000000000000085,T3,35.27,40.04,4.769999999999996,T2,35.54,40.91,5.369999999999997,T4,45.34,51.32,5.979999999999997,,,,,2,SampleProcessPlan1,3,25.41,75.13,51.32,25.92,16.33
Simulation4,CR + FCFS,O-3,T4,2.17,5.46,3.29,T1,5.46,8.59,3.13,T2,8.59,9.74,1.1500000000000004,T3,8.59,12.46,3.870000000000001,,,,,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation4,CR + FCFS,O-30,T1,28.16,29.39,1.2300000000000004,T2,29.69,32.61,2.919999999999998,T3,31.18,33.19,2.009999999999998,T4,33.4,37.03,3.6300000000000026,T5,37.03,40.54,3.509999999999998,1,SampleProcessPlan1,4,25.98,75.9,40.54,14.56,13.3
Simulation4,CR + FCFS,O-31,T4,27.2,31.78,4.580000000000002,T1,34.93,36.97,2.039999999999999,T3,66.45,67.78,1.3299999999999983,T2,71.93,75.35,3.4199999999999875,T5,76.73,81.22,4.489999999999995,2,SampleProcessPlan2,4,26.22,70.4,81.22,55.0,15.86
Simulation4,CR + FCFS,O-32,T1,69.32,71.32,2.0,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,26.93,70.59,71.32,44.39,2.0
Simulation4,CR + FCFS,O-33,T4,29.12,33.4,4.279999999999998,T1,34.22,34.75,0.5300000000000011,T3,40.04,45.61,5.57,T2,61.5,63.74,2.240000000000002,T5,63.74,66.09,2.3500000000000014,2,SampleProcessPlan2,4,29.12,77.11,66.09,36.97,14.97
Simulation4,CR + FCFS,O-34,T4,29.83,34.02,4.190000000000005,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,29.83,78.55,34.02,4.19,4.19
Simulation4,CR + FCFS,O-35,T1,76.58,77.39,0.8100000000000023,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,30.73,77.85,77.39,46.67,0.81
Simulation4,CR + FCFS,O-36,T1,34.75,40.34,5.590000000000003,T3,48.58,50.04,1.4600000000000009,T2,75.35,78.09,2.740000000000009,T4,78.09,82.34,4.25,T5,85.11,90.1,4.989999999999995,2,SampleProcessPlan1,4,30.88,80.58,90.1,59.22,19.03
Simulation4,CR + FCFS,O-37,T1,71.32,71.9,0.5800000000000125,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.33,71.37,71.9,40.57,0.58
Simulation4,CR + FCFS,O-38,T1,66.53,71.59,5.060000000000002,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.42,74.65,71.59,40.17,5.06
Simulation4,CR + FCFS,O-39,T4,31.81,36.42,4.610000000000003,T1,40.34,43.35,3.009999999999998,T3,45.61,49.31,3.700000000000003,T2,54.58,64.11,9.530000000000001,,,,,1,SampleProcessPlan2,3,31.81,79.0,64.11,32.3,20.85
Simulation4,CR + FCFS,O-4,T4,2.94,7.16,4.220000000000001,T1,8.09,9.12,1.0299999999999994,,,,,,,,,,,,,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation4,CR + FCFS,O-40,T1,54.75,57.94,3.1899999999999977,T3,64.03,66.63,2.5999999999999943,T2,84.96,90.77,5.810000000000002,,,,,,,,,2,SampleProcessPlan1,2,32.39,80.6,90.77,58.38,11.6
Simulation4,CR + FCFS,O-41,T1,47.87,50.87,3.0,T3,67.78,69.54,1.7600000000000051,T2,70.96,74.89,3.930000000000007,T4,74.89,78.68,3.7900000000000063,,,,,2,SampleProcessPlan1,3,32.43,81.68,78.68,46.25,12.48
Simulation4,CR + FCFS,O-42,T4,34.02,37.77,3.75,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,32.87,78.51,37.77,4.9,3.75
Simulation4,CR + FCFS,O-43,T1,36.97,37.89,0.9200000000000017,T2,40.99,51.35,10.36,T3,42.17,43.41,1.2399999999999949,,,,,,,,,0,SampleProcessPlan1,2,35.33,82.84,51.35,16.02,12.52
Simulation4,CR + FCFS,O-44,T4,36.58,40.44,3.8599999999999994,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,36.58,81.06,40.44,3.86,3.86
Simulation4,CR + FCFS,O-45,T1,37.89,42.97,5.079999999999998,T3,50.04,52.51,2.469999999999999,T2,78.09,80.0,1.9099999999999966,T4,82.34,85.66,3.319999999999993,T5,90.1,93.82,3.719999999999999,2,SampleProcessPlan1,4,37.61,82.62,93.82,56.21,16.5
Simulation4,CR + FCFS,O-46,T1,64.04,66.02,1.9799999999999898,T3,74.92,76.69,1.769999999999996,T2,92.18,96.64,4.459999999999994,,,,,,,,,2,SampleProcessPlan1,2,37.66,77.78,96.64,58.98,8.21
Simulation4,CR + FCFS,O-47,T4,38.79,42.93,4.140000000000001,T1,43.35,46.66,3.309999999999995,T3,60.82,64.03,3.210000000000001,T2,80.0,84.96,4.959999999999994,,,,,2,SampleProcessPlan2,3,38.79,86.15,84.96,46.17,15.62
Simulation4,CR + FCFS,O-48,T1,57.94,62.12,4.18,T3,71.69,75.28,3.5900000000000034,T2,82.18,84.68,2.5,T4,84.68,88.66,3.9799999999999898,,,,,2,SampleProcessPlan1,3,39.27,87.71,88.66,49.39,14.25
Simulation4,CR + FCFS,O-49,T4,44.55,48.36,3.8100000000000023,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,39.67,89.16,48.36,8.69,3.81
Simulation4,CR + FCFS,O-5,T1,5.63,8.09,2.46,T2,8.09,9.95,1.8599999999999994,T3,8.09,9.86,1.7699999999999996,T4,10.97,14.28,3.3099999999999987,,,,,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation4,CR + FCFS,O-50,T4,40.44,45.34,4.900000000000006,T1,46.66,47.87,1.2100000000000009,T2,55.45,58.74,3.289999999999999,T3,55.56,58.85,3.289999999999999,T5,58.74,62.94,4.199999999999996,1,SampleProcessPlan2,4,39.88,84.47,62.94,23.06,16.89
Simulation4,CR + FCFS,O-51,T1,77.39,80.28,2.8900000000000006,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,39.91,85.83,80.28,40.37,2.89
Simulation4,CR + FCFS,O-52,T1,60.97,64.04,3.0700000000000074,T3,70.69,74.92,4.230000000000004,T2,84.68,92.18,7.5,,,,,,,,,2,SampleProcessPlan1,2,40.68,89.73,92.18,51.5,14.8
Simulation4,CR + FCFS,O-53,T1,42.97,44.49,1.5200000000000031,T3,52.51,59.21,6.700000000000003,T2,63.74,70.96,7.219999999999992,T4,71.86,75.81,3.950000000000003,T5,81.22,85.11,3.8900000000000006,2,SampleProcessPlan1,4,40.83,83.93,85.11,44.28,23.28
Simulation4,CR + FCFS,O-54,T4,41.17,44.55,3.3799999999999955,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,40.84,81.74,44.55,3.72,3.38
Simulation4,CR + FCFS,O-55,T1,66.02,67.41,1.3900000000000006,T3,75.28,78.0,2.719999999999999,T2,96.64,99.87,3.230000000000004,T4,99.87,,,,,,,2,SampleProcessPlan1,4,42.46,91.06,Not Finished,Not Finished,15.29
Simulation4,CR + FCFS,O-56,T1,44.49,45.75,1.259999999999998,T3,49.31,51.9,2.5899999999999963,T2,49.96,54.58,4.619999999999997,T4,58.14,61.89,3.75,,,,,0,SampleProcessPlan1,3,43.72,88.54,61.89,18.18,12.22
Simulation4,CR + FCFS,O-57,T4,48.36,52.7,4.340000000000003,T1,54.94,57.94,3.0,T3,69.54,71.69,2.1499999999999915,T2,74.89,82.18,7.290000000000006,,,,,2,SampleProcessPlan2,3,44.6,86.46,82.18,37.58,16.78
Simulation4,CR + FCFS,O-58,T1,45.75,49.88,4.130000000000003,T2,51.35,55.45,4.100000000000001,T3,51.9,55.56,3.6600000000000037,T4,55.45,59.6,4.149999999999999,,,,,0,SampleProcessPlan1,3,45.49,92.01,59.6,14.1,16.04
Simulation4,CR + FCFS,O-59,T4,46.48,50.2,3.720000000000006,T1,50.87,54.94,4.07,T3,58.85,64.38,5.529999999999994,T2,68.45,71.93,3.480000000000004,T5,71.93,76.73,4.799999999999997,1,SampleProcessPlan2,4,45.89,89.29,76.73,30.84,21.6
Simulation4,CR + FCFS,O-6,T1,9.12,11.92,2.8000000000000007,T2,11.92,15.06,3.1400000000000006,T3,12.46,15.22,2.76,,,,,,,,,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation4,CR + FCFS,O-60,T1,71.9,76.58,4.679999999999993,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,46.0,93.59,76.58,30.58,4.68
Simulation4,CR + FCFS,O-61,T4,51.32,55.17,3.8500000000000014,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,46.05,90.7,55.17,9.12,3.85
Simulation4,CR + FCFS,O-62,T1,67.41,69.32,1.9099999999999966,T3,78.62,79.74,1.1199999999999903,T2,99.87,,,,,,,,,,,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation4,CR + FCFS,O-63,T1,80.28,82.41,2.1299999999999955,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,47.56,89.01,82.41,34.85,2.13
Simulation4,CR + FCFS,O-64,T1,49.88,54.75,4.869999999999997,T3,59.21,60.82,1.6099999999999994,T2,64.11,68.45,4.340000000000003,T4,68.45,71.86,3.4099999999999966,,,,,1,SampleProcessPlan1,3,49.06,95.35,71.86,22.8,14.23
Simulation4,CR + FCFS,O-65,T4,50.2,54.8,4.599999999999994,T1,57.94,59.44,1.5,T3,66.63,68.79,2.160000000000011,T2,90.77,93.04,2.2700000000000102,,,,,2,SampleProcessPlan2,3,49.94,97.85,93.04,43.1,10.53
Simulation4,CR + FCFS,O-66,T1,71.59,80.08,8.489999999999995,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.63,99.78,80.08,29.45,8.49
Simulation4,CR + FCFS,O-67,T1,80.08,83.63,3.549999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.66,90.85,83.63,32.97,3.55
Simulation4,CR + FCFS,O-68,T4,52.7,58.14,5.439999999999998,T1,59.44,60.97,1.5300000000000011,T3,68.79,70.69,1.8999999999999915,T2,93.04,95.75,2.7099999999999937,,,,,2,SampleProcessPlan2,3,52.32,99.57,95.75,43.43,11.58
Simulation4,CR + FCFS,O-69,T1,82.41,85.46,3.049999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,52.53,98.67,85.46,32.93,3.05
Simulation4,CR + FCFS,O-7,T4,6.42,10.97,4.550000000000001,T1,14.8,19.37,4.57,,,,,,,,,,,,,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation4,CR + FCFS,O-70,T4,54.8,59.05,4.25,T1,62.12,66.53,4.410000000000004,T3,76.69,78.62,1.9300000000000068,T2,95.75,,,,,,,2,SampleProcessPlan2,4,53.33,95.45,Not Finished,Not Finished,20.22
Simulation4,CR + FCFS,O-8,T1,8.59,9.82,1.2300000000000004,T2,9.82,12.97,3.1500000000000004,T3,9.86,14.49,4.630000000000001,T4,16.82,20.94,4.120000000000001,T5,20.94,27.96,7.02,1,SampleProcessPlan1,4,7.73,49.56,27.96,20.23,20.15
Simulation4,CR + FCFS,O-9,T4,8.0,12.57,4.57,T1,13.85,14.8,0.9500000000000011,T2,15.06,17.48,2.42,T3,15.22,16.88,1.6599999999999984,,,,,0,SampleProcessPlan2,3,8.0,49.82,17.48,9.48,9.6
Simulation5,CR + SPT,O-1,T1,0.0,0.68,0.68,T2,0.68,2.37,1.69,T3,0.68,2.13,1.4499999999999997,T4,6.32,10.35,4.029999999999999,T5,10.35,12.46,2.110000000000001,2,SampleProcessPlan1,4,0.0,41.05,12.46,12.46,9.96
Simulation5,CR + SPT,O-10,T1,9.82,13.85,4.029999999999999,,,,,,,,,,,,,,,,,0,SampleProcessPlan1,1,8.73,57.31,13.85,5.11,4.03
Simulation5,CR + SPT,O-11,T4,20.94,25.26,4.32,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,9.1,57.52,25.26,16.16,4.32
Simulation5,CR + SPT,O-12,T4,10.35,14.2,3.8499999999999996,T1,16.75,19.24,2.4899999999999984,T2,19.24,21.09,1.8500000000000014,T3,19.24,23.34,4.100000000000001,,,,,2,SampleProcessPlan2,3,9.18,52.7,23.34,14.16,12.29
Simulation5,CR + SPT,O-13,T4,14.2,17.94,3.740000000000002,T1,19.24,19.49,0.25,T3,19.49,25.38,5.890000000000001,T2,24.44,27.22,2.7799999999999976,,,,,2,SampleProcessPlan2,3,10.02,58.8,27.22,17.2,12.66
Simulation5,CR + SPT,O-14,T4,12.57,16.82,4.25,T1,19.49,20.71,1.2200000000000024,,,,,,,,,,,,,2,SampleProcessPlan2,2,11.03,54.15,20.71,9.68,5.47
Simulation5,CR + SPT,O-15,T4,14.28,17.34,3.0600000000000005,T1,20.71,28.8,8.09,T2,29.79,33.8,4.009999999999998,T3,30.11,34.04,3.9299999999999997,,,,,2,SampleProcessPlan2,3,11.12,56.64,34.04,22.92,19.09
Simulation5,CR + SPT,O-16,T4,17.34,21.98,4.640000000000001,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,13.75,53.81,21.98,8.23,4.64
Simulation5,CR + SPT,O-17,T4,17.94,21.06,3.1199999999999974,,,,,,,,,,,,,,,,,0,SampleProcessPlan2,1,13.93,54.22,21.06,7.12,3.12
Simulation5,CR + SPT,O-18,T1,14.08,16.75,2.67,T2,16.75,24.44,7.690000000000001,T3,16.88,18.11,1.2300000000000004,,,,,,,,,0,SampleProcessPlan1,2,14.08,63.78,24.44,10.36,11.59
Simulation5,CR + SPT,O-19,T1,22.38,24.45,2.0700000000000003,,,,,,,,,,,,,,,,,1,SampleProcessPlan1,1,14.52,57.33,24.45,9.93,2.07
Simulation5,CR + SPT,O-2,T4,2.05,6.32,4.2700000000000005,T1,11.92,12.73,0.8100000000000005,T2,12.97,15.82,2.8499999999999996,T3,14.49,17.44,2.950000000000001,T5,15.82,20.34,4.52,2,SampleProcessPlan2,4,2.05,50.86,20.34,18.29,15.4
Simulation5,CR + SPT,O-20,T1,19.37,22.38,3.009999999999998,T2,22.38,24.14,1.7600000000000016,T3,23.34,25.17,1.8300000000000018,,,,,,,,,0,SampleProcessPlan1,2,15.14,61.9,25.17,10.04,6.6
Simulation5,CR + SPT,O-21,T4,21.06,25.41,4.350000000000001,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,16.5,58.31,25.41,8.9,4.35
Simulation5,CR + SPT,O-22,T1,28.8,31.77,2.969999999999999,T3,31.77,36.7,4.930000000000003,T2,33.8,36.07,2.270000000000003,,,,,,,,,2,SampleProcessPlan1,2,18.25,63.8,36.7,18.45,10.17
Simulation5,CR + SPT,O-23,T4,25.41,28.86,3.4499999999999993,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.06,68.26,28.86,7.8,3.45
Simulation5,CR + SPT,O-24,T4,21.98,27.2,5.219999999999999,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,21.45,65.67,27.2,5.76,5.22
Simulation5,CR + SPT,O-25,T1,28.31,31.84,3.530000000000001,T2,36.07,38.83,2.759999999999998,T3,36.7,41.87,5.169999999999995,,,,,,,,,2,SampleProcessPlan1,2,21.55,63.19,41.87,20.32,11.46
Simulation5,CR + SPT,O-26,T1,25.19,26.87,1.6799999999999997,T2,27.22,31.59,4.370000000000001,T3,28.21,30.29,2.0799999999999983,T4,33.93,37.48,3.549999999999997,T5,37.48,42.3,4.82,2,SampleProcessPlan1,4,21.65,68.3,42.3,20.65,16.5
Simulation5,CR + SPT,O-27,T4,25.26,28.51,3.25,T1,33.88,39.42,5.539999999999999,T3,43.33,45.4,2.0700000000000003,T2,97.1,,,,,,,2,SampleProcessPlan2,3,22.89,64.43,Not Finished,Not Finished,19.91
Simulation5,CR + SPT,O-28,T1,24.45,25.19,0.740000000000002,T2,25.19,29.79,4.599999999999998,T3,25.19,28.21,3.0199999999999996,T4,29.79,33.93,4.140000000000001,T5,33.93,36.59,2.6600000000000037,1,SampleProcessPlan1,4,24.03,66.86,36.59,12.56,15.16
Simulation5,CR + SPT,O-29,T1,28.1,28.31,0.2099999999999973,T3,35.37,40.14,4.770000000000003,T2,37.93,43.3,5.369999999999997,T4,43.86,49.84,5.980000000000004,,,,,2,SampleProcessPlan1,3,25.41,75.13,49.84,24.43,16.33
Simulation5,CR + SPT,O-3,T4,2.17,5.46,3.29,T1,5.46,8.59,3.13,T2,8.59,9.74,1.1500000000000004,T3,8.59,12.46,3.870000000000001,,,,,2,SampleProcessPlan2,3,2.17,44.2,12.46,10.29,11.44
Simulation5,CR + SPT,O-30,T1,26.87,28.1,1.2300000000000004,T3,28.1,30.11,2.009999999999998,T2,31.59,34.51,2.919999999999998,T4,38.01,41.64,3.6300000000000026,T5,42.3,45.81,3.510000000000005,1,SampleProcessPlan1,4,25.98,75.9,45.81,19.83,13.3
Simulation5,CR + SPT,O-31,T4,27.2,31.78,4.580000000000002,T1,31.84,33.88,2.0400000000000027,T3,34.04,35.37,1.3299999999999983,T2,34.51,37.93,3.4200000000000017,T5,48.16,52.65,4.490000000000002,2,SampleProcessPlan2,4,26.22,70.4,52.65,26.43,15.86
Simulation5,CR + SPT,O-32,T1,67.56,69.56,2.0,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,26.93,70.59,69.56,42.63,2.0
Simulation5,CR + SPT,O-33,T4,29.12,33.4,4.279999999999998,T1,37.36,37.89,0.5300000000000011,T2,38.83,41.07,2.240000000000002,T3,45.4,50.97,5.57,T5,45.81,48.16,2.3499999999999943,2,SampleProcessPlan2,4,29.12,77.11,50.97,21.85,14.97
Simulation5,CR + SPT,O-34,T4,31.78,35.97,4.189999999999998,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,29.83,78.55,35.97,6.14,4.19
Simulation5,CR + SPT,O-35,T1,76.7,77.51,0.8100000000000023,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,30.73,77.85,77.51,46.78,0.81
Simulation5,CR + SPT,O-36,T1,31.77,37.36,5.59,T2,41.07,43.81,2.740000000000002,T3,41.87,43.33,1.4600000000000009,T4,45.02,49.27,4.25,T5,52.65,57.64,4.990000000000002,2,SampleProcessPlan1,4,30.88,80.58,57.64,26.76,19.03
Simulation5,CR + SPT,O-37,T1,71.44,72.02,0.5799999999999983,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.33,71.37,72.02,40.69,0.58
Simulation5,CR + SPT,O-38,T1,66.38,71.44,5.060000000000002,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,31.42,74.65,71.44,40.02,5.06
Simulation5,CR + SPT,O-39,T4,33.4,38.01,4.609999999999999,T1,38.81,41.82,3.009999999999998,T3,41.82,45.52,3.700000000000003,T2,43.81,53.34,9.530000000000001,,,,,1,SampleProcessPlan2,3,31.81,79.0,53.34,21.53,20.85
Simulation5,CR + SPT,O-4,T4,2.94,7.16,4.220000000000001,T1,8.09,9.12,1.0299999999999994,,,,,,,,,,,,,0,SampleProcessPlan2,2,2.94,51.76,9.12,6.18,5.25
Simulation5,CR + SPT,O-40,T1,50.86,54.05,3.1899999999999977,T3,73.22,75.82,2.5999999999999943,T2,76.5,82.31,5.810000000000002,,,,,,,,,2,SampleProcessPlan1,2,32.39,80.6,82.31,49.92,11.6
Simulation5,CR + SPT,O-41,T1,43.34,46.34,3.0,T2,62.38,66.31,3.9299999999999997,T3,64.36,66.12,1.7600000000000051,T4,66.31,70.1,3.789999999999992,,,,,2,SampleProcessPlan1,3,32.43,81.68,70.1,37.67,12.48
Simulation5,CR + SPT,O-42,T4,35.97,39.72,3.75,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,32.87,78.51,39.72,6.85,3.75
Simulation5,CR + SPT,O-43,T1,37.89,38.81,0.9200000000000017,T3,40.14,41.38,1.240000000000002,T2,43.3,53.66,10.36,,,,,,,,,0,SampleProcessPlan1,2,35.33,82.84,53.66,18.34,12.52
Simulation5,CR + SPT,O-44,T4,37.48,41.34,3.8600000000000065,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,36.58,81.06,41.34,4.75,3.86
Simulation5,CR + SPT,O-45,T1,39.42,44.5,5.079999999999998,T3,45.52,47.99,2.469999999999999,T2,64.45,66.36,1.9099999999999966,T4,66.36,69.68,3.3200000000000074,T5,69.68,73.4,3.719999999999999,2,SampleProcessPlan1,4,37.61,82.62,73.4,35.79,16.5
Simulation5,CR + SPT,O-46,T1,63.01,64.99,1.9799999999999969,T3,66.94,68.71,1.769999999999996,T2,72.04,76.5,4.459999999999994,,,,,,,,,2,SampleProcessPlan1,2,37.66,77.78,76.5,38.84,8.21
Simulation5,CR + SPT,O-47,T4,39.72,43.86,4.140000000000001,T1,47.55,50.86,3.3100000000000023,T3,51.28,54.49,3.210000000000001,T2,71.34,76.3,4.959999999999994,,,,,2,SampleProcessPlan2,3,38.79,86.15,76.3,37.51,15.62
Simulation5,CR + SPT,O-48,T1,58.83,63.01,4.18,T3,63.35,66.94,3.5899999999999963,T2,66.31,68.81,2.5,T4,70.1,74.08,3.980000000000004,,,,,2,SampleProcessPlan1,3,39.27,87.71,74.08,34.81,14.25
Simulation5,CR + SPT,O-49,T4,49.84,53.65,3.809999999999995,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,39.67,89.16,53.65,13.98,3.81
Simulation5,CR + SPT,O-5,T1,5.63,8.09,2.46,T2,8.09,9.95,1.8599999999999994,T3,8.09,9.86,1.7699999999999996,T4,10.97,14.28,3.3099999999999987,,,,,1,SampleProcessPlan1,3,5.63,54.61,14.28,8.65,9.4
Simulation5,CR + SPT,O-50,T4,41.34,46.24,4.899999999999999,T1,46.34,47.55,1.2099999999999937,T3,47.99,51.28,3.289999999999999,T2,53.34,56.63,3.289999999999999,T5,57.64,61.84,4.200000000000003,1,SampleProcessPlan2,4,39.88,84.47,61.84,21.96,16.89
Simulation5,CR + SPT,O-51,T1,77.51,80.4,2.8900000000000006,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,39.91,85.83,80.4,40.49,2.89
Simulation5,CR + SPT,O-52,T1,64.49,67.56,3.0700000000000074,T3,71.43,75.66,4.22999999999999,T2,89.6,97.1,7.5,,,,,,,,,2,SampleProcessPlan1,2,40.68,89.73,97.1,56.42,14.8
Simulation5,CR + SPT,O-53,T1,41.82,43.34,1.5200000000000031,T3,54.49,61.19,6.699999999999996,T2,83.22,90.44,7.219999999999999,T4,90.44,94.39,3.950000000000003,T5,94.39,98.28,3.8900000000000006,2,SampleProcessPlan1,4,40.83,83.93,98.28,57.45,23.28
Simulation5,CR + SPT,O-54,T4,41.64,45.02,3.3800000000000026,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,40.84,81.74,45.02,4.19,3.38
Simulation5,CR + SPT,O-55,T1,64.99,66.38,1.3900000000000006,T3,68.71,71.43,2.720000000000013,T2,68.81,72.04,3.230000000000004,T4,72.04,75.91,3.8699999999999903,T5,75.91,79.99,4.079999999999998,2,SampleProcessPlan1,4,42.46,91.06,79.99,37.53,15.29
Simulation5,CR + SPT,O-56,T1,44.5,45.76,1.259999999999998,T3,50.97,53.56,2.5900000000000034,T2,57.76,62.38,4.6200000000000045,T4,62.38,66.13,3.749999999999993,,,,,0,SampleProcessPlan1,3,43.72,88.54,66.13,22.42,12.22
Simulation5,CR + SPT,O-57,T4,49.27,53.61,4.339999999999996,T1,54.05,57.05,3.0,T3,69.95,72.1,2.1499999999999915,T2,82.31,89.6,7.289999999999992,,,,,2,SampleProcessPlan2,3,44.6,86.46,89.6,45.0,16.78
Simulation5,CR + SPT,O-58,T1,45.76,49.89,4.130000000000003,T3,53.56,57.22,3.6599999999999966,T2,53.66,57.76,4.100000000000001,T4,57.86,62.01,4.149999999999999,,,,,0,SampleProcessPlan1,3,45.49,92.01,62.01,16.52,16.04
Simulation5,CR + SPT,O-59,T4,46.24,49.96,3.719999999999999,T1,54.76,58.83,4.07,T3,58.83,64.36,5.530000000000001,T2,60.97,64.45,3.480000000000004,T5,64.45,69.25,4.799999999999997,1,SampleProcessPlan2,4,45.89,89.29,69.25,23.36,21.6
Simulation5,CR + SPT,O-6,T1,9.12,11.92,2.8000000000000007,T2,11.92,15.06,3.1400000000000006,T3,12.46,15.22,2.76,,,,,,,,,0,SampleProcessPlan1,2,5.84,54.86,15.22,9.38,8.7
Simulation5,CR + SPT,O-60,T1,72.02,76.7,4.680000000000007,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,46.0,93.59,76.7,30.69,4.68
Simulation5,CR + SPT,O-61,T4,54.56,58.41,3.8499999999999943,,,,,,,,,,,,,,,,,2,SampleProcessPlan2,1,46.05,90.7,58.41,12.36,3.85
Simulation5,CR + SPT,O-62,T1,69.56,71.47,1.9099999999999966,T3,72.1,73.22,1.1200000000000045,T2,90.44,99.47,9.030000000000001,T4,99.47,,,,,,,2,SampleProcessPlan1,3,47.53,92.73,Not Finished,Not Finished,16.08
Simulation5,CR + SPT,O-63,T1,80.4,82.53,2.1299999999999955,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,47.56,89.01,82.53,34.97,2.13
Simulation5,CR + SPT,O-64,T1,49.89,54.76,4.869999999999997,T2,56.63,60.97,4.339999999999996,T3,57.22,58.83,1.6099999999999994,T4,60.97,64.38,3.4099999999999966,,,,,1,SampleProcessPlan1,3,49.06,95.35,64.38,15.32,14.23
Simulation5,CR + SPT,O-65,T4,49.96,54.56,4.600000000000001,T1,57.05,58.55,1.5,T3,61.19,63.35,2.1600000000000037,T2,66.36,68.63,2.269999999999996,,,,,2,SampleProcessPlan2,3,49.94,97.85,68.63,18.69,10.53
Simulation5,CR + SPT,O-66,T1,71.47,79.96,8.489999999999995,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.63,99.78,79.96,29.34,8.49
Simulation5,CR + SPT,O-67,T1,79.96,83.51,3.5500000000000114,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,50.66,90.85,83.51,32.86,3.55
Simulation5,CR + SPT,O-68,T4,53.65,59.09,5.440000000000005,T1,62.96,64.49,1.529999999999994,T3,66.12,68.02,1.8999999999999915,T2,68.63,71.34,2.710000000000008,,,,,2,SampleProcessPlan2,3,52.32,99.57,71.34,19.02,11.58
Simulation5,CR + SPT,O-69,T1,82.53,85.58,3.049999999999997,,,,,,,,,,,,,,,,,2,SampleProcessPlan1,1,52.53,98.67,85.58,33.05,3.05
Simulation5,CR + SPT,O-7,T4,6.42,10.97,4.550000000000001,T1,14.8,19.37,4.57,,,,,,,,,,,,,2,SampleProcessPlan2,2,6.42,52.75,19.37,12.95,9.12
Simulation5,CR + SPT,O-70,T4,53.61,57.86,4.25,T1,58.55,62.96,4.410000000000004,T3,68.02,69.95,1.9300000000000068,T2,76.3,83.22,6.920000000000002,T5,83.22,85.93,2.710000000000008,2,SampleProcessPlan2,4,53.33,95.45,85.93,32.6,20.22
